1. parameters: (max_depth=3, learning_rate=0.1, n_estimators=500,
                          verbosity=1, scale_pos_weight=1, objective='binary:logistic', booster='gbtree', 
                          tree_method='auto',n_jobs=-1, gamma=0, base_score=0.5, random_state=0, missing=None)
train_data:
after 500_run
[499]   validation_0-auc:0.992569       validation_1-auc:0.535584

test_data:
ROC_AUC : 0.5199443322521098
Sensitivity :  0.09988866450421967
Specificity :  0.94


cross validation parameters: cv_results = xgboost.cv(dtrain=data_dmatrix, params=params,nfold=5,num_boost_round=300,metrics="auc")
cross_validation_score(300 runs): 
train-auc-mean	train-auc-std	test-auc-mean	test-auc-std
0.9199080000000001	0.0022359044702312306	0.9178312	0.005083365042961237
0.9274055999999999	0.007999921064610595	0.9237902	0.009659047311200012
0.9436298000000001	0.008949265341914939	0.9398023999999999	0.010677077457806536
0.9545783999999999	0.005546663667467126	0.9518310000000001	0.007373425147107692
0.9579216	0.004893613086462799	0.95503	0.005749817318837184
0.9611714000000001	0.0009852866790939524	0.9589696	0.0017457152803364046
0.962696	0.0012103379693292019	0.9605768000000001	0.0020128354527879553
0.9637826	0.0011903602143888913	0.9613488	0.0019827816218635714
0.9658051999999999	0.0008430917862249699	0.9634389999999999	0.002742413170913534
0.9671058	0.0009598156906406594	0.9650724	0.0034652246449544954
0.9675038	0.0011603943122921602	0.9653144000000001	0.003515849291423042
0.9679439999999999	0.0012885366894272118	0.9658325999999999	0.0035494086606081446
0.9687882	0.0010291776134370562	0.9667488000000001	0.0024674853109998415
0.9700333999999999	0.0005840412999094997	0.9674628000000001	0.002655325019653889
0.9707886	0.0007796680319212824	0.9678274	0.002412768252443658
0.9710101999999999	0.0006631263529675208	0.9680282	0.0025054247863386314
0.9715122	0.0008774028493229281	0.9686692000000001	0.0026289564013121246
0.9721808	0.0012429814801516502	0.9692961999999999	0.002568892321604777
0.9730858	0.0014996864205559857	0.9700596000000001	0.002541024565013099
0.9736642	0.0009320998658942046	0.9704648	0.002502580460244973
0.9748248	0.0008757249339832817	0.9722025999999999	0.002831839797728664
0.974969	0.0009125697781539604	0.9726117999999999	0.0028605908061097923
0.975413	0.0008255216532592931	0.9728526000000001	0.00284782566882172
0.9760832	0.0007970985886325335	0.973416	0.002684483861005666
0.9764950000000001	0.0005494735662431848	0.9735907999999999	0.002693709516633145
0.9767778	0.0005504483263667722	0.9737528	0.002690853871914992
0.9769896000000001	0.00044668673586754877	0.9739402	0.002681505651681525
0.9772442	0.0005422115454322236	0.9743054000000001	0.0026434155632439043
0.977478	0.0005806575582905954	0.9745290000000001	0.0023983579382569438
0.977712	0.0005485745163603456	0.9748454000000001	0.002355083234197887
0.9780770000000001	0.00040863724744569127	0.9749632	0.0024569894912270206
0.9782569999999999	0.0003996508476157539	0.9751544000000001	0.002295700642505493
0.9783704	0.0004472353295525732	0.9754574	0.0020554768400544076
0.9786300000000001	0.0004920284544617157	0.9755314	0.002143849024535085
0.9788606	0.0003897566420216561	0.9756318	0.0021975320156939855
0.9790294000000002	0.0004032788613354354	0.9757885999999999	0.002191738634052895
0.9792681999999999	0.0005299084449223301	0.9759740000000001	0.002283570975468042
0.9793912	0.0005380748646796185	0.976072	0.002241940409555965
0.9796236	0.00046062592198008065	0.9763145999999999	0.0023935369309872724
0.9798342	0.0004909677789835111	0.9765584	0.0022244913665824895
0.9800658	0.00046278392366200406	0.9769534	0.0019510574158645455
0.9802240000000001	0.0004195202021357367	0.9770719999999999	0.001955690057243206
0.9803666	0.0004639795685156767	0.9771274	0.0020013964724661564
0.9805758000000001	0.0003776942678939954	0.977309	0.0020181344851124368
0.9807368000000001	0.0003551306238555097	0.977356	0.0019787624415275257
0.9809208	0.0003252177116948224	0.977473	0.0019896690177011772
0.9809884	0.00030385628181757175	0.9775476	0.0020144484704256054
0.9811358	0.0003129270841586078	0.977637	0.002025506948889569
0.9812301999999999	0.00030225909415599114	0.9778692	0.0019719591679342435
0.9813136	0.00031329321729011935	0.9779152	0.0019874974616335916
0.98146	0.00031744101814352337	0.9780616	0.0018833237215094122
0.9815586	0.00030598797361988423	0.9781489999999999	0.0018858656367832809
0.9816524	0.0003297014407005214	0.978195	0.00187185010083605
0.9817234000000001	0.00028634356985970065	0.9782339999999999	0.0019056931547339982
0.9818679999999999	0.0002183162843216143	0.9784116	0.0019464602333466845
0.9819675999999999	0.00020249799999014402	0.978458	0.0018997795661602377
0.9820338	0.0002049208627739306	0.9785234	0.001913620505742953
0.9821108000000001	0.00026975351712258365	0.9786377999999999	0.0018355246007613344
0.9822544000000001	0.0002831145351266803	0.9787974	0.0018065353137981992
0.9823221999999999	0.0002682173745304396	0.978838	0.001830849529590003
0.9824078	0.00025047187466858923	0.9789004	0.0018730460325363117
0.9824857999999999	0.0002607492281867672	0.9789818	0.0019243011614609726
0.9825538	0.0003022564474084762	0.9790468000000001	0.0019086830433573813
0.9826439999999999	0.0002694149216357456	0.9790914000000001	0.0019478932824977704
0.9826788000000001	0.0002594959729938201	0.9791254	0.0019671489623309954
0.98275	0.0002934150643712886	0.9791622	0.0019365893111343824
0.9828429999999999	0.0002950111862285744	0.9792350000000001	0.0019186346186806584
0.9829123999999998	0.0003097163863924715	0.979252	0.0019374486315771058
0.9829616	0.00031976653983802294	0.9793526	0.0019318325600320887
0.9830362000000001	0.00029190847880799505	0.9794246000000001	0.0019252206730658128
0.9831326	0.0002753235187919616	0.9794883999999999	0.001928507049507449
0.9831662	0.00027397328336899933	0.9794756	0.0019188686875344031
0.9832026	0.00029572933571089615	0.9795358000000001	0.00185720170148533
0.9832516	0.0002786256269620702	0.9795604000000001	0.0018725828793407077
0.9833187999999999	0.0002624708745746969	0.9795944000000001	0.001886410835422656
0.9833803999999999	0.0002403136284108588	0.9796541999999999	0.0018818943009638106
0.9834242	0.00022863193127821763	0.9796556000000001	0.0018873214458591965
0.9834524	0.0002196238602702257	0.9796728	0.0019021488269848742
0.9835153999999999	0.00022618806334554457	0.979716	0.0019444537536285325
0.9835932	0.00022078713730648298	0.9797572000000001	0.0019589698721521895
0.9836422	0.000229526817605263	0.9798436	0.0017936041480772773
0.9836632	0.00022850768039609057	0.979857	0.0018046782538724349
0.9837069999999999	0.00023877604569973944	0.9799068	0.0017820871359167597
0.9838364	0.0002929065379946419	0.979944	0.0016603526131517812
0.9839106	0.0003088369148919939	0.9799908	0.0016561179185070102
0.9839433999999999	0.00031385257685733034	0.9800001999999999	0.001652495252640684
0.9839686000000001	0.00031161103959904095	0.9800226000000001	0.0016714940143476623
0.9839990000000001	0.0003132883655675632	0.9800922	0.0016892746845909802
0.9840188000000001	0.0003189641986179536	0.9801024	0.0016889727765716004
0.9840968	0.00032459353043460046	0.9801550000000001	0.0016908020581960627
0.9841422	0.00030789179917628393	0.9801817999999999	0.0016650684550492188
0.9842064	0.0002852238419206779	0.9802236000000001	0.0016854820794063642
0.9842283999999999	0.0002940180946812762	0.9802725999999999	0.0017118188689227629
0.9842603999999999	0.00028090396935608384	0.98026	0.0016907718947273948
0.9842967999999999	0.000309293000244123	0.9802861999999999	0.0016155818023238409
0.9843490000000001	0.00026594134691694353	0.9803504000000001	0.0016478830783766504
0.9843638	0.0002651266866989929	0.9803504000000001	0.001645961676346075
0.984434	0.0002545332984110216	0.9803776	0.0016347563243493143
0.9844674000000001	0.00024537693453133063	0.980405	0.001643151849343206
0.9844839999999999	0.0002514581476110837	0.9804362000000001	0.0016420257488845987
0.9845306	0.00026863030357723253	0.9804858	0.001644726773661825
0.9845522000000001	0.00028129372548993284	0.9804946000000001	0.0016478859912020317
0.9845728000000001	0.00025954221236632605	0.9805004	0.0016467668444561335
0.9846154	0.0002800961263566471	0.980509	0.0016793915564870387
0.9846729999999999	0.0002708002954207902	0.9804994	0.001671477023473544
0.984746	0.0001973494362799144	0.9805503999999999	0.0017269752285426782
0.9848344000000001	0.00021046671945940972	0.9805846	0.001748913331185983
0.9848686000000001	0.00022354203184187757	0.9806166	0.001745191863377779
0.9849026000000001	0.00023718482244867664	0.9806135999999999	0.0017565251606509638
0.9849796	0.0002456131918281511	0.9806585999999999	0.0017513298490004798
0.9850182000000001	0.00023225020990300536	0.9806782	0.0017473681237792904
0.9850771999999999	0.00026817337675465793	0.9807108	0.0017483834133278614
0.9851000000000001	0.00027764725822527624	0.9807516	0.0017320206234337828
0.9851308	0.0002705974131435875	0.9807774000000002	0.0017408056295864732
0.9851542	0.0002606932296781246	0.9807676000000001	0.0017291657641764844
0.9851890000000001	0.00024266767399058813	0.9807920000000001	0.0017243288549461924
0.9852194000000001	0.0002388962954924167	0.9808376000000001	0.0017315902055624805
0.9852685999999998	0.0002540209440184158	0.980865	0.001698598363357276
0.9853026	0.00023395264478094538	0.9808693999999999	0.0017025056358203428
0.9853306	0.0002252861291779866	0.9809142000000002	0.001736095550365836
0.985362	0.0002170004608290299	0.9809354000000001	0.0017594465720788246
0.9853934000000001	0.00022115207437415547	0.9809402	0.0017638548012804144
0.9854126000000001	0.00021280000000000086	0.9809709999999999	0.0017575019772392809
0.9854343999999999	0.00021232484546090691	0.9809874000000001	0.0017648011332725491
0.985468	0.0002146084807271111	0.9809946	0.0017677493713759375
0.9854996	0.00023157426454594756	0.9809966000000001	0.0017701303454830785
0.9855308	0.0002324808809342979	0.9810074	0.0017693459356496611
0.985544	0.00023505488720725293	0.9810074	0.0017663897191729555
0.9856207999999999	0.0002485859207598047	0.9810068	0.0017986258532557548
0.985661	0.00026112449138292296	0.9810608000000001	0.0017668020149411317
0.9856854	0.0002567524878165832	0.981077	0.0017687578692404532
0.9857158	0.0002478890074206788	0.9810749999999999	0.0017617859120789973
0.9857499999999998	0.00023983577714761727	0.9810896	0.0017509005225883145
0.985798	0.00020307141600925413	0.981118	0.001785227044384
0.9858436000000002	0.0002080909416577148	0.9811627999999999	0.0017864095163203943
0.985883	0.0002277612785352241	0.9811942	0.0017731292564277343
0.9859062	0.00022903833740225973	0.9812096	0.0017850085265902875
0.9859249999999999	0.00021479571690330332	0.9812272	0.0018018810615576043
0.9859475999999999	0.0002051522361564629	0.9812284	0.0018048423310638637
0.9859971999999999	0.00015633221037263928	0.981287	0.001857935090362429
0.9860212	0.0001549959999483878	0.9812846000000001	0.0018424359527538477
0.9860528000000001	0.00018422746809309518	0.9812928	0.0018517969003105958
